,name,type,location,rating,num_ratings,age,price,abv,style,cask,flavor_summary,expert,score,Smoky,Peaty,Spicy,Herbal,Oily,Full-bodied,Rich,Sweet,Briny,Salty,Vanilla,Tart,Fruity,Floral
196,Middle West Spirits Bourbon Cream,Dairy/Egg Liqueurs,"Middle West Spirits // Ohio, USA",3.63,2,NAS,1,15.0,"Dairy liqueurs are often made with real milk or cream, but there are â€œdairy freeâ€ options made from almonds, rice, or other vegan options. Whiskey or rum are often used in the base. Egg liqueurs tend to use brandy and sugar in its creation.",,Sweet & Full Bodied,Amanda Schuster,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,291 Barrel Proof Straight Bourbon Whiskey (Batch #1),Bourbon,"291  // Colorado, USA",4.58,3,NAS,5,66.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished with Aspen wood staves",Sweet & Full Bodied,Amanda Schuster,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Wyoming Whiskey Thunder Basin Bourbon,Bourbon,"Wyoming Whiskey // Wyoming , USA",4.08,3,7 Year ,3,48.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Peach Street Colorado Straight Bourbon,Bourbon,"Peach Street // Colorado, USA",3.61,136,NAS,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Ryan Conklin,83,0.0,0.0,80.0,60.0,70.0,70.0,70.0,80.0,0.0,0.0,90.0,70.0,70.0,60.0
200,Pinhook Bourbonize,Bourbon,"Pinhook  // Kentucky, USA",4.13,14,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Ryan Conklin,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Larceny Barrel Proof Bourbon Batch A121,Bourbon,"Larceny // Kentucky, USA",4.02,71,NAS,3,57.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Fruity,Amanda Schuster,92,15.0,0.0,30.0,5.0,20.0,60.0,60.0,65.0,0.0,5.0,40.0,20.0,60.0,0.0
202,Angel's Envy Bourbon Finished in Tawny Port Wine Barrels (2020 Cellar Collection),Bourbon,"Angel's Envy // Kentucky, USA",4.19,81,NAS,5,55.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in tawny port wine barrels",Sweet & Rich,Jacob Grier,92,5.0,0.0,35.0,20.0,55.0,75.0,75.0,80.0,5.0,5.0,65.0,20.0,50.0,20.0
203,Peerless Double Oak Bourbon,Bourbon,"Peerless // Kentucky, USA",4.25,9,NAS,4,54.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,88,10.0,0.0,65.0,20.0,55.0,65.0,70.0,55.0,5.0,5.0,70.0,20.0,20.0,15.0
204,Booker's Bourbon Batch 2013-06,Bourbon,"Booker's // Kentucky, USA",3.91,25,7 Year,2,63.25,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Blue Run 13.5 Year Kentucky Straight Bourbon Cask Strength Single Barrel #1,Bourbon,"Blue Run  // Kentucky, USA",4.25,2,13.5 Year,5,62.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Old Blowhard 26 Year Bourbon,Bourbon,"Orphan Barrel Whisky Co. // Kentucky, USA",3.71,79,26 Year,5,45.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Stephanie Moreno,81,40.0,0.0,50.0,30.0,20.0,50.0,50.0,55.0,0.0,0.0,30.0,45.0,45.0,0.0
207,Hillrock Solera Aged Bourbon,Bourbon,Hillrock Estate // USA,3.83,232,NAS,4,46.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak, ex-oloroso sherry",Fruity & Sweet,Rob Morton,81,20.0,0.0,40.0,20.0,40.0,40.0,50.0,60.0,20.0,30.0,40.0,0.0,60.0,50.0
208,Spring Mill Bourbon,Bourbon,"Heartland Distillers // Indiana, USA",3.18,30,4 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Fruity & Sweet,Rob Morton,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Pinhook Bohemian Bourbon,Bourbon,"Pinhook  // Kentucky, USA",3.42,47,NAS,2,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Jacob Grier,86,5.0,0.0,40.0,25.0,55.0,55.0,60.0,65.0,10.0,5.0,55.0,15.0,30.0,25.0
210,Blood Oath Bourbon Pact No. 1,Bourbon,"Blood Oath // Kentucky, USA",3.66,81,NAS,4,49.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,15.0,0.0,35.0,0.0,10.0,70.0,75.0,80.0,0.0,0.0,40.0,10.0,25.0,0.0
211,Michter's US*1 Barrel Strength Bourbon,Bourbon,"Michter's // Kentucky, USA",4.13,34,NAS,3,55.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Buffalo Trace Kosher Rye Recipe Straight Bourbon (2020 Release),Bourbon,"Buffalo Trace // Kentucky, USA",3.93,34,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Blue Run 14 Year Kentucky Straight Bourbon Reserve,Bourbon,"Blue Run  // Kentucky, USA",4.63,2,14 Year,5,56.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Old Ripy Kentucky Straight Bourbon,Bourbon,"Old Ripy // Kentucky, USA",3.68,52,NAS,4,52.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Stephanie Moreno,87,25.0,0.0,65.0,30.0,20.0,40.0,40.0,40.0,0.0,0.0,30.0,20.0,40.0,0.0
215,"Ezra Brooks ""Old Ezra"" 15 Year 101 Proof Bourbon",Bourbon,"Old Ezra // Kentucky , USA",4.0,3,15 Year,5,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Stephanie Moreno,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2021 Edition),Bourbon,"Angel's Envy // Kentucky, USA",3.71,6,NAS,5,60.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in port wine barrels",Rich & Full Bodied,Jake Emen,92,20.0,0.0,50.0,40.0,10.0,80.0,90.0,60.0,0.0,0.0,70.0,40.0,70.0,10.0
217,Short Mountain Tennessee Bourbon,Bourbon,"Short Mountain // Tennessee, USA",4.17,4,NAS,2,46.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,82,15.0,0.0,50.0,0.0,0.0,60.0,60.0,40.0,0.0,0.0,30.0,20.0,10.0,0.0
218,David Nicholson Reserve Bourbon,Bourbon,"David Nicholson // Kentucky (bottled in Missouri), USA",3.71,334,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Jacob Grier,91,15.0,0.0,35.0,10.0,35.0,30.0,60.0,50.0,10.0,0.0,35.0,15.0,10.0,10.0
219,Grand Traverse Distillery Single Barrel Straight Bourbon (Michigan Bourbon Club Pick),Bourbon,USA,,0,4,3,64.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Old Bones Bourbon 10 Year Reserve,Bourbon,"Backbone Bourbon // Indiana (Bottled in Kentucky), USA",3.63,26,10 Year,4,55.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Wilderness Trail Bottled in Bond Small Batch Bourbon,Bourbon,"Wilderness Trail // Kentucky, USA",3.75,184,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Savannah Bourbon Co Bourbon & Honey,Bourbon,"Savannah, GA, USA",3.7,5,,2,35.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",Oak,Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Milam & Greene Distillery Edition Straight Bourbon (Batch #2),Bourbon,"Milam & Greene // Texas, USA",,0,NAS ,4,57.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Chicken Cock 8 Year Single Barrel Bourbon 160th Anniversary,Bourbon,"Chicken Cock // Indiana, USA",4.03,20,8 Year,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Michter's 25 Year Kentucky Straight Bourbon (2017 Release),Bourbon,"Michter's // Kentucky, USA",4.1,5,25 Year,5,58.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Angel's Envy Bourbon Finished in Madeira Casks (2021 Cellar Collection),Bourbon,"Angel's Envy // Kentucky, USA",4.19,5,NAS,5,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in Bual Madeira casks,Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Buffalo Trace Experimental Collection 13 Year Old-Fashioned Sour Mash Bourbon (125 Entry Proof),Bourbon,"Buffalo Trace // Kentucky, USA",4.19,20,13 Year,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Jacob Grier,93,0.0,0.0,40.0,0.0,30.0,50.0,60.0,50.0,0.0,0.0,40.0,0.0,10.0,10.0
228,Joseph Magnus Straight Bourbon (Whiskey & Barrel Nite Private Barrel),Bourbon,Jos. A. Magnus & Co. // USA,4.23,34,NAS,4,60.42,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Rich,Jacob Grier,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,William Larue Weller Bourbon (Fall 2021),Bourbon,"William Larue Weller // Kentucky, USA",4.75,1,,4,62.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Amanda Schuster,89,10.0,0.0,55.0,5.0,10.0,50.0,50.0,60.0,0.0,5.0,15.0,25.0,30.0,0.0
230,Lux Row Distillers Double Barrel Bourbon 12 Year,Bourbon,"Lux Row Distillers // Kentucky, USA",4.08,81,12 Year,4,59.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Jacob Grier,91,10.0,5.0,70.0,40.0,65.0,70.0,75.0,60.0,5.0,5.0,60.0,20.0,35.0,15.0
231,Jefferson's Reserve Very Old Bourbon,Bourbon,"Jefferson's // Kentucky, USA",3.65,1517,NAS,2,45.1,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity,Rob Morton,84,20.0,0.0,30.0,30.0,20.0,50.0,40.0,30.0,20.0,10.0,0.0,30.0,60.0,30.0
232,Bardstown Bourbon Co. Fusion Series #6,Bourbon,"Bardstown Bourbon Co. // Kentucky, USA",3.68,7,NAS ,3,48.95,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity,Rob Morton,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Henry DuYore's Straight Bourbon Whiskey,Bourbon,"Ransom Spirits // Oregon, USA",3.32,13,,2,45.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak & French Oak",Rich & Spicy,Brock Schulte,81,50.0,0.0,80.0,60.0,10.0,60.0,80.0,70.0,0.0,30.0,70.0,30.0,70.0,40.0
234,Four Roses Limited Edition Small Batch Bourbon (2017),Bourbon,"Four Roses // Kentucky, USA",4.27,105,NAS,4,53.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Floral,Tim Knittel,92,20.0,0.0,20.0,10.0,0.0,30.0,40.0,60.0,0.0,0.0,60.0,50.0,90.0,85.0
235,Charred Oak Bourbon,Bourbon,"Charred Oak Spirits // Wisconsin, USA",3.48,12,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Sweet,Paul Belbusti,71,30.0,0.0,50.0,60.0,20.0,60.0,60.0,60.0,0.0,0.0,30.0,40.0,70.0,20.0
236,Great Jones Four Grain Straight Bourbon,Bourbon,"Great Jones // New York, USA",4.5,2,NAS ,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Sweet,Paul Belbusti,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Henry McKenna Straight Bourbon,Bourbon,"Henry McKenna // Kentucky, USA",2.99,250,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,82,10.0,0.0,40.0,0.0,10.0,70.0,60.0,70.0,0.0,0.0,30.0,5.0,10.0,0.0
238,Garrison Brothers Balmorhea Texas Straight Bourbon,Bourbon,"Garrison Brothers // Texas, USA",4.24,149,NAS,3,57.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new American oak,Full Bodied & Spicy,Jake Emen,89,30.0,0.0,80.0,50.0,60.0,80.0,60.0,40.0,0.0,20.0,70.0,20.0,10.0,0.0
239,Four Roses Limited Edition Single Barrel Bourbon (2013),Bourbon,"Four Roses // Kentucky, USA",4.23,159,13 Year,5,59.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Dennis Gobis,98,30.0,0.0,80.0,40.0,40.0,90.0,90.0,70.0,0.0,30.0,10.0,0.0,60.0,10.0
240,Angel's Envy Bourbon Finished in Mizunara Oak,Bourbon,"Angel's Envy // Kentucky, USA",3.39,7,NAS,5,48.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in Mizunara oak barrels",Spicy & Vanilla,Jake Emen,91,40.0,0.0,80.0,20.0,0.0,60.0,40.0,30.0,0.0,10.0,70.0,50.0,40.0,30.0
241,Bardstown Bourbon Co. Fusion Series #1,Bourbon,"Bardstown Bourbon Co. // Kentucky, USA",3.79,165,NAS,3,49.45,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,87,5.0,0.0,45.0,25.0,50.0,55.0,55.0,50.0,15.0,5.0,55.0,30.0,20.0,25.0
242,Kentucky Owl Kentucky Straight Bourbon (Batch #2),Bourbon,"Kentucky Owl // Kentucky, USA",4.39,14,NAS,5,58.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Kings County Distillery Bourbon,Bourbon,"Kings County // New York, USA",3.34,201,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Rob Morton,80,30.0,0.0,40.0,20.0,20.0,30.0,40.0,30.0,20.0,20.0,0.0,30.0,10.0,0.0
244,Forty Nine Mile Straight Bourbon,Bourbon,"Forty Nine Mile // Indiana (aged in California), USA",4.0,1,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, toasted and charred American oak (char #3)",Rich,Rob Morton,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Bardstown Bourbon Co. Discovery Series #3,Bourbon,Bardstown Bourbon Co. // USA,4.21,45,NAS,4,55.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Rich,Jake Emen,92,10.0,0.0,60.0,30.0,30.0,90.0,80.0,50.0,0.0,0.0,70.0,30.0,40.0,20.0
246,Woodinville Straight Bourbon Port Cask,Bourbon,"Woodinville // Washington, USA",4.07,151,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in tawny port barrels",Sweet & Rich,Jacob Grier,90,15.0,0.0,45.0,25.0,45.0,60.0,65.0,70.0,10.0,5.0,45.0,15.0,40.0,15.0
247,Bennett Mill Bourbon,Bourbon,"Illinois, USA",3.9,16,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",Charred New American Oak,Sweet & Rich,Jacob Grier,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Heaven Hill Bourbon Experience Barrel Proof,Bourbon,"Heaven Hill // Kentucky, USA",4.08,4,8 Year,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Jacob Grier,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,McKenzie Bourbon,Bourbon,"Finger Lakes Distilling // New York, USA",3.09,30,NAS,2,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",53-gallon American white oak,Vanilla & Sweet,Perri Salka,85,0.0,0.0,50.0,0.0,0.0,35.0,30.0,65.0,0.0,0.0,65.0,0.0,45.0,0.0
250,Watershed Ohio Straight Bourbon Fall 2021 Cask #2 (Lost Lantern),Bourbon,"Lost Lantern // Ohio, USA",,0,NAS ,4,59.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Perri Salka,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Jefferson's Reserve Twin Oak Custom Barrel Bourbon,Bourbon,"Jefferson's // Kentucky, USA",3.82,176,NAS,3,45.1,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in custom barrel",Vanilla & Sweet,Perri Salka,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,William Larue Weller Bourbon (Fall 2010),Bourbon,"William Larue Weller // Kentucky, USA",4.9,5,12 Year,5,63.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Perri Salka,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,County Seat Spirits Hidden Copper Bourbon,Bourbon,"Pennsylvania, USA",3.5,3,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred white oak",Rich & Sweet,Sam Davies,80,45.0,0.0,15.0,0.0,0.0,35.0,60.0,55.0,0.0,0.0,25.0,15.0,20.0,0.0
254,Kinsey Bourbon 4 Year,Bourbon,"Kinsey // (bottled in) Pennsylvania, USA",3.44,42,4 Year,2,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Spicy,Jacob Grier,86,15.0,0.0,65.0,20.0,55.0,65.0,55.0,50.0,10.0,5.0,40.0,20.0,30.0,15.0
255,Rabbit Hole Cavehill Kentucky Straight Bourbon,Bourbon,"Rabbit Hole // Kentucky , USA",3.79,210,NAS,3,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",toasted and charred new American oak (char #3),Rich & Full Bodied,Jack Robertiello,93,0.0,0.0,45.0,0.0,25.0,65.0,70.0,55.0,0.0,20.0,20.0,10.0,30.0,5.0
256,Eagle Rare 17 Year Bourbon (Fall 2014),Bourbon,"Buffalo Trace // Kentucky, USA",4.32,182,17 Year,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new charred oak,Full Bodied & Rich,Amanda Schuster,96,10.0,0.0,25.0,0.0,10.0,75.0,70.0,65.0,0.0,5.0,15.0,0.0,15.0,0.0
257,Hirsch Small Batch High-Rye Straight Bourbon 8 Year,Bourbon,"HIRSCH // Indiana, USA",3.8,70,8 Year,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak with char #4 bodies and char #2 heads",Spicy & Rich,Jacob Grier,91,15.0,0.0,70.0,25.0,30.0,50.0,55.0,40.0,15.0,10.0,35.0,20.0,10.0,20.0
258,Rhetoric 22 Year Bourbon,Bourbon,"Rhetoric // Kentucky, USA",4.28,156,22 Year,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,87,30.0,0.0,60.0,40.0,20.0,70.0,60.0,50.0,0.0,0.0,70.0,40.0,20.0,0.0
259,Maryland Club Straight Bourbon,Bourbon,"Indiana (bottled in Pennsylvania), USA",2.0,2,NAS,2,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Katrina Niemisto,78,10.0,0.0,55.0,50.0,0.0,20.0,10.0,25.0,0.0,10.0,25.0,10.0,40.0,20.0
260,Yellowstone Kentucky Straight Bourbon 9 Year (2019 Limited Edition),Bourbon,"Yellowstone  // Kentucky, USA",4.08,51,9 Year,4,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Oily & Rich,Colin Howard,88,20.0,0.0,90.0,75.0,95.0,85.0,90.0,80.0,0.0,0.0,75.0,30.0,65.0,30.0
261,Duke Kentucky Straight Bourbon,Bourbon,"Duke // Kentucky, USA",3.21,182,NAS,2,44.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Keith Allison,83,20.0,0.0,60.0,10.0,30.0,50.0,60.0,70.0,0.0,20.0,70.0,60.0,40.0,40.0
262,Belle Meade Cask Strength Single Barrel Bourbon 9 Year,Bourbon,"Belle Meade // Indiana (bottled in Tennessee), USA",4.35,213,9 Year,3,61.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Herbal & Floral,Distiller Staff,95,10.0,0.0,20.0,80.0,40.0,30.0,20.0,60.0,0.0,30.0,60.0,0.0,10.0,60.0
263,Mad River Bourbon,Bourbon,"Mad River  // Vermont, USA",2.91,34,NAS,2,48.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Herbal & Floral,Distiller Staff,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Barrell Bourbon Batch 011,Bourbon,"Barrell Craft Spirits // Tennessee (bottled in Kentucky), USA",4.37,19,6 Year,4,57.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Herbal & Floral,Distiller Staff,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Kilkerran Work in Progress #7 Bourbon Wood,Peated Single Malt,"Kilkerran // Campbeltown, Scotland",3.86,15,NAS,4,54.1,100% malted barley from a single distillery. Dried with peat.,ex-bourbon,Fruity & Full Bodied,Matthew Sheinberg,87,50.0,45.0,15.0,35.0,60.0,70.0,40.0,20.0,15.0,10.0,60.0,10.0,70.0,15.0
266,Mic Drop Straight Bourbon Whiskey,Bourbon,"PM Spirits // Indiana, USA",4.44,64,8 Year,4,56.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Stephanie Moreno,90,35.0,0.0,55.0,30.0,20.0,53.0,53.0,60.0,0.0,0.0,35.0,25.0,24.0,0.0
267,Reservoir Bourbon Whiskey,Bourbon,"Reservoir // Virginia, USA",3.5,87,NAS,4,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","NEW, CHARRED AMERICAN OAK",Sweet & Spicy,Stephanie Moreno,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Big Ass Bourbon,Bourbon,"Big Ass // Indiana (bottled in Kentucky), USA",2.5,2,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","NEW, CHARRED AMERICAN OAK",Sweet & Spicy,Stephanie Moreno,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
