,name,type,location,rating,num_ratings,age,price,abv,style,cask,flavor_summary,expert,score,Smoky,Peaty,Spicy,Herbal,Oily,Full-bodied,Rich,Sweet,Briny,Salty,Vanilla,Tart,Fruity,Floral
916,Four Roses Limited Edition Small Batch Bourbon (2014),Bourbon,"Four Roses // Kentucky, USA",4.04,306,9 Year,3,55.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,94,0.0,0.0,30.0,0.0,10.0,70.0,70.0,80.0,0.0,0.0,25.0,0.0,30.0,5.0
917,Rebel 100 Kentucky Straight Bourbon,Bourbon,"Rebel // Kentucky, USA",3.47,20,NAS,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Bowman Brothers Small Batch Bourbon,Bourbon,"A. Smith Bowman // Virginia, USA",3.52,547,nas,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Dennis Gobis,82,10.0,0.0,50.0,60.0,40.0,50.0,60.0,80.0,10.0,20.0,90.0,0.0,60.0,20.0
919,Belle Meade Bourbon,Bourbon,"Belle Meade // Indiana (bottled in Tennessee), USA",3.81,979,,2,45.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Spicy & Sweet,Amanda Schuster,92,0.0,0.0,82.0,0.0,0.0,50.0,20.0,80.0,0.0,10.0,20.0,15.0,30.0,15.0
920,Barrell Bourbon Batch 030,Bourbon,Barrell Craft Spirits // USA,3.81,8,5 Year,4,58.66,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Herbal,Jake Emen,86,20.0,0.0,70.0,70.0,50.0,90.0,30.0,20.0,0.0,10.0,60.0,40.0,30.0,0.0
921,Blade and Bow Bourbon,Bourbon,"Blade And Bow // Kentucky, USA",3.81,1826,NAS,2,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Distiller Staff,90,0.0,0.0,70.0,40.0,20.0,30.0,30.0,80.0,0.0,20.0,90.0,10.0,40.0,20.0
922,FEW Alice in Chains All Secrets Known Bourbon,Bourbon,"FEW // Illinois, USA",4.25,4,NAS,3,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in ex-tequila barrels,Spicy & Full Bodied,Jake Emen,83,30.0,0.0,80.0,60.0,20.0,70.0,60.0,40.0,0.0,0.0,50.0,40.0,60.0,50.0
923,Duke Grand Cru Founderâ€™s Reserve Bourbon,Bourbon,"Duke // Kentucky, USA",3.84,16,9 Year,4,55.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",Finished in French Oak Wine Barrels,Spicy & Full Bodied,Jake Emen,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,Old Soul 15 Year Cask Strength Straight Bourbon,Bourbon,"Old Soul // Mississippi, USA",4.17,6,15 Year,2,51.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Spicy & Full Bodied,Jake Emen,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,J.T.S. Brown Bourbon,Bourbon,"J.T.S. Brown // Kentucky, USA",2.59,20,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Spicy & Full Bodied,Jake Emen,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,Four Roses Bourbon,Bourbon,"Four Roses // Kentucky, USA",3.39,641,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Rob Morton,82,0.0,0.0,20.0,30.0,0.0,30.0,30.0,50.0,0.0,0.0,10.0,10.0,30.0,30.0
927,The Walking Dead Kentucky Straight Bourbon,Bourbon,"The Walking Dead // Kentucky, USA",3.08,107,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Colin Howard,83,0.0,0.0,80.0,20.0,70.0,60.0,65.0,80.0,0.0,0.0,75.0,65.0,70.0,40.0
928,The Burning Chair Bourbon,Bourbon,"Savage & Cooke // (bottled in) California, USA",3.8,271,NAS,2,44.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in wine barrels",Sweet & Spicy,Colin Howard,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,Yellow Rose Harris County Bourbon,Bourbon,"Yellow Rose // Texas, USA",,0,NAS ,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Colin Howard,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,Trey Herring's Carolina Bourbon,Bourbon,Trey Herring's // USA,3.65,12,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak (#3 Char)",Sweet & Spicy,Colin Howard,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,Two Stars Bourbon,Bourbon,"Two Stars // Kentucky, USA",2.85,179,NAS,1,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Sweet & Spicy,Colin Howard,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
